date,bank,town,num_technicians
2022-05-27,Banque de Tunisie (BT),Tunis,8
2022-05-27,Banque de l'Habitat (BH),Tunis,8
2022-05-27,Arab Tunisian Bank (ATB),Sidi Bouzid,1
2022-05-27,Banque de l'Habitat (BH),Kairouan,4
2022-05-27,Attijari Bank,Ariana,3
2022-05-27,Banque de Tunisie (BT),Bizerte,4
2022-05-27,Arab Tunisian Bank (ATB),Sfax,2
2022-05-28,La Poste Tunisienne,Jendouba,5
2022-05-28,Banque Internationale Arabe de Tunisie (BIAT),Kebili,2
2022-05-28,Banque de Tunisie (BT),Tunis,3
2022-05-28,Attijari Bank,Mahdia,7
2022-05-28,Arab Banking Corporation (ABC),Tunis,3
2022-05-28,Arab Banking Corporation (ABC),Ben Arous,8
2022-05-28,Amen Bank (AB),Zaghouan,2
2022-05-28,Banque de Tunisie (BT),Jendouba,6
2022-05-29,Banque de l'Habitat (BH),Ben Arous,1
2022-05-29,Arab Banking Corporation (ABC),Bizerte,3
2022-05-29,Banque de l'Habitat (BH),Kef,3
2022-05-29,Banque Nationale Agricole (BNA),Mahdia,7
2022-05-29,Amen Bank (AB),Kef,5
2022-05-29,La Poste Tunisienne,Ben Arous,4
2022-05-30,Arab Tunisian Bank (ATB),Jendouba,2
2022-05-31,Attijari Bank,Siliana,5
2022-05-31,Banque de l'Habitat (BH),Kef,2
2022-05-31,Banque de l'Habitat (BH),Sfax,5
2022-05-31,Arab Banking Corporation (ABC),Sidi Bouzid,1
2022-06-01,Banque de l'Habitat (BH),Siliana,8
2022-06-01,Attijari Bank,Bizerte,3
2022-06-01,Arab Banking Corporation (ABC),Tozeur,4
2022-06-01,Amen Bank (AB),Tozeur,8
2022-06-01,La Poste Tunisienne,Sidi Bouzid,4
2022-06-01,Banque Tuniso-Libyenne (BTL),Kasserine,6
2022-06-02,Amen Bank (AB),Kairouan,4
2022-06-02,La Poste Tunisienne,Ben Arous,5
2022-06-02,Banque Internationale Arabe de Tunisie (BIAT),Monastir,5
2022-06-02,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,2
2022-06-02,Banque de Tunisie (BT),Tunis,8
2022-06-03,Banque de Tunisie (BT),Bizerte,5
2022-06-03,Banque de l'Habitat (BH),Kef,6
2022-06-03,Amen Bank (AB),Sidi Bouzid,2
2022-06-03,Banque de l'Habitat (BH),Tataouine,8
2022-06-03,Banque de Tunisie (BT),Jendouba,2
2022-06-03,Arab Banking Corporation (ABC),Béja,2
2022-06-04,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,1
2022-06-04,Arab Banking Corporation (ABC),Sfax,1
2022-06-04,Banque de l'Habitat (BH),Medenine,2
2022-06-04,Amen Bank (AB),Mahdia,1
2022-06-04,Banque de l'Habitat (BH),Kebili,6
2022-06-04,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,2
2022-06-04,Banque de l'Habitat (BH),Tozeur,8
2022-06-04,Banque de l'Habitat (BH),Tunis,8
2022-06-04,Amen Bank (AB),Tunis,4
2022-06-04,Banque Tuniso-Libyenne (BTL),Sfax,2
2022-06-04,Banque de Tunisie (BT),Medenine,1
2022-06-05,La Poste Tunisienne,Siliana,4
2022-06-05,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,2
2022-06-05,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,5
2022-06-05,Banque de l'Habitat (BH),Kebili,6
2022-06-06,Attijari Bank,Sfax,8
2022-06-06,Attijari Bank,Gafsa,4
2022-06-06,Banque Tuniso-Libyenne (BTL),Gafsa,4
2022-06-06,Attijari Bank,Monastir,1
2022-06-06,Attijari Bank,Sfax,1
2022-06-06,Banque Tuniso-Libyenne (BTL),Ben Arous,3
2022-06-07,Arab Tunisian Bank (ATB),Bizerte,1
2022-06-07,Banque Tuniso-Libyenne (BTL),Kebili,4
2022-06-07,Attijari Bank,Béja,2
2022-06-07,Amen Bank (AB),Zaghouan,5
2022-06-07,Amen Bank (AB),Jendouba,5
2022-06-07,Amen Bank (AB),Sfax,4
2022-06-08,Attijari Bank,Zaghouan,2
2022-06-08,Banque de Tunisie (BT),Tunis,1
2022-06-08,Arab Banking Corporation (ABC),Zaghouan,5
2022-06-08,Banque de l'Habitat (BH),Gafsa,3
2022-06-08,La Poste Tunisienne,Kasserine,2
2022-06-08,Attijari Bank,Bizerte,8
2022-06-09,Arab Tunisian Bank (ATB),Kairouan,3
2022-06-09,Banque Internationale Arabe de Tunisie (BIAT),Kebili,4
2022-06-09,Arab Tunisian Bank (ATB),Sfax,1
2022-06-09,Attijari Bank,Gafsa,5
2022-06-09,Banque de l'Habitat (BH),Jendouba,1
2022-06-09,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,2
2022-06-09,Banque de l'Habitat (BH),Bizerte,4
2022-06-09,Arab Banking Corporation (ABC),Kairouan,1
2022-06-10,Attijari Bank,Sousse,5
2022-06-10,Banque de Tunisie (BT),Tozeur,7
2022-06-10,Arab Tunisian Bank (ATB),Bizerte,1
2022-06-11,Amen Bank (AB),Kef,5
2022-06-11,Arab Tunisian Bank (ATB),Medenine,2
2022-06-11,Banque de Tunisie (BT),Jendouba,2
2022-06-11,Banque de Tunisie (BT),Sidi Bouzid,5
2022-06-11,La Poste Tunisienne,Gabès,6
2022-06-11,Banque Nationale Agricole (BNA),Manouba,6
2022-06-11,Arab Tunisian Bank (ATB),Bizerte,4
2022-06-11,Banque Tuniso-Libyenne (BTL),Monastir,5
2022-06-12,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,7
2022-06-12,Attijari Bank,Manouba,6
2022-06-12,Arab Banking Corporation (ABC),Ariana,3
2022-06-13,Arab Tunisian Bank (ATB),Bizerte,1
2022-06-13,Arab Banking Corporation (ABC),Gabès,3
2022-06-13,Amen Bank (AB),Jendouba,7
2022-06-13,La Poste Tunisienne,Tozeur,8
2022-06-13,Banque Internationale Arabe de Tunisie (BIAT),Tunis,5
2022-06-13,Arab Banking Corporation (ABC),Kasserine,6
2022-06-13,Attijari Bank,Kef,6
2022-06-13,Amen Bank (AB),Monastir,7
2022-06-13,La Poste Tunisienne,Monastir,5
2022-06-14,Banque de l'Habitat (BH),Medenine,4
2022-06-14,Banque Nationale Agricole (BNA),Bizerte,1
2022-06-14,Attijari Bank,Tozeur,7
2022-06-14,Banque Tuniso-Libyenne (BTL),Monastir,7
2022-06-14,Banque Internationale Arabe de Tunisie (BIAT),Medenine,4
2022-06-14,Arab Banking Corporation (ABC),Manouba,5
2022-06-15,Banque Nationale Agricole (BNA),Nabeul,1
2022-06-15,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,3
2022-06-15,Banque de Tunisie (BT),Béja,6
2022-06-15,Banque Internationale Arabe de Tunisie (BIAT),Sfax,1
2022-06-15,Attijari Bank,Tataouine,3
2022-06-15,Banque de Tunisie (BT),Jendouba,1
2022-06-15,Banque de Tunisie (BT),Béja,4
2022-06-15,La Poste Tunisienne,Gabès,6
2022-06-15,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,3
2022-06-15,Banque de l'Habitat (BH),Nabeul,5
2022-06-16,Banque Nationale Agricole (BNA),Sousse,5
2022-06-16,La Poste Tunisienne,Kairouan,3
2022-06-16,La Poste Tunisienne,Jendouba,4
2022-06-16,Arab Banking Corporation (ABC),Sfax,5
2022-06-17,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,7
2022-06-17,Banque Nationale Agricole (BNA),Nabeul,1
2022-06-17,Attijari Bank,Zaghouan,8
2022-06-17,Arab Banking Corporation (ABC),Béja,4
2022-06-17,Arab Banking Corporation (ABC),Kairouan,6
2022-06-17,Banque de Tunisie (BT),Béja,8
2022-06-17,La Poste Tunisienne,Mahdia,8
2022-06-18,Amen Bank (AB),Sidi Bouzid,8
2022-06-18,Banque Tuniso-Libyenne (BTL),Nabeul,7
2022-06-18,Amen Bank (AB),Tataouine,7
2022-06-19,Arab Banking Corporation (ABC),Siliana,1
2022-06-19,Banque Tuniso-Libyenne (BTL),Nabeul,6
2022-06-19,Attijari Bank,Jendouba,5
2022-06-19,Banque de Tunisie (BT),Jendouba,3
2022-06-19,Banque Tuniso-Libyenne (BTL),Medenine,7
2022-06-19,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,6
2022-06-20,Arab Tunisian Bank (ATB),Sidi Bouzid,6
2022-06-20,Banque de l'Habitat (BH),Tozeur,3
2022-06-20,La Poste Tunisienne,Kairouan,5
2022-06-20,Banque de Tunisie (BT),Ariana,4
2022-06-21,Attijari Bank,Tunis,1
2022-06-21,Banque Nationale Agricole (BNA),Mahdia,5
2022-06-21,Attijari Bank,Gabès,1
2022-06-22,Attijari Bank,Manouba,1
2022-06-22,La Poste Tunisienne,Sfax,8
2022-06-22,Arab Banking Corporation (ABC),Tozeur,3
2022-06-22,Banque de Tunisie (BT),Monastir,1
2022-06-22,Banque de l'Habitat (BH),Bizerte,1
2022-06-22,Banque de l'Habitat (BH),Sidi Bouzid,2
2022-06-22,La Poste Tunisienne,Bizerte,1
2022-06-22,Banque de Tunisie (BT),Nabeul,1
2022-06-22,Banque de l'Habitat (BH),Mahdia,8
2022-06-23,Amen Bank (AB),Gabès,2
2022-06-23,Amen Bank (AB),Sidi Bouzid,5
2022-06-23,Attijari Bank,Mahdia,1
2022-06-23,La Poste Tunisienne,Bizerte,7
2022-06-23,Arab Banking Corporation (ABC),Gabès,8
2022-06-23,Banque Tuniso-Libyenne (BTL),Bizerte,4
2022-06-23,Banque Internationale Arabe de Tunisie (BIAT),Siliana,8
2022-06-23,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,3
2022-06-23,Banque Nationale Agricole (BNA),Ariana,6
2022-06-24,Banque Nationale Agricole (BNA),Siliana,1
2022-06-24,Attijari Bank,Kef,5
2022-06-24,Arab Banking Corporation (ABC),Tozeur,8
2022-06-24,La Poste Tunisienne,Béja,1
2022-06-24,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,6
2022-06-24,Banque Tuniso-Libyenne (BTL),Siliana,7
2022-06-24,Banque de l'Habitat (BH),Manouba,8
2022-06-25,Amen Bank (AB),Medenine,6
2022-06-25,Banque Tuniso-Libyenne (BTL),Monastir,4
2022-06-25,La Poste Tunisienne,Gafsa,8
2022-06-25,La Poste Tunisienne,Gabès,2
2022-06-25,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,7
2022-06-26,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,7
2022-06-26,Attijari Bank,Monastir,5
2022-06-26,Attijari Bank,Tunis,4
2022-06-26,Attijari Bank,Gafsa,4
2022-06-27,La Poste Tunisienne,Manouba,8
2022-06-27,Banque de Tunisie (BT),Bizerte,5
2022-06-27,Amen Bank (AB),Tataouine,3
2022-06-27,Attijari Bank,Tunis,2
2022-06-27,Arab Tunisian Bank (ATB),Siliana,5
2022-06-27,Banque de Tunisie (BT),Tataouine,3
2022-06-27,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,7
2022-06-27,Banque de Tunisie (BT),Kairouan,1
2022-06-27,La Poste Tunisienne,Ariana,6
2022-06-28,Banque Internationale Arabe de Tunisie (BIAT),Sousse,4
2022-06-28,Banque de Tunisie (BT),Kairouan,4
2022-06-28,Arab Banking Corporation (ABC),Siliana,6
2022-06-28,Banque Tuniso-Libyenne (BTL),Nabeul,6
2022-06-28,Banque Nationale Agricole (BNA),Ariana,6
2022-06-28,La Poste Tunisienne,Gabès,3
2022-06-28,La Poste Tunisienne,Jendouba,8
2022-06-28,Banque Tuniso-Libyenne (BTL),Mahdia,7
2022-06-29,Banque Internationale Arabe de Tunisie (BIAT),Tunis,6
2022-06-29,Attijari Bank,Jendouba,1
2022-06-29,Banque de Tunisie (BT),Kef,2
2022-06-29,Banque Tuniso-Libyenne (BTL),Mahdia,7
2022-06-30,Banque de Tunisie (BT),Sidi Bouzid,1
2022-06-30,La Poste Tunisienne,Medenine,7
2022-06-30,Arab Banking Corporation (ABC),Monastir,2
2022-06-30,Banque Tuniso-Libyenne (BTL),Béja,8
2022-06-30,Amen Bank (AB),Jendouba,5
2022-06-30,Banque Internationale Arabe de Tunisie (BIAT),Sousse,7
2022-06-30,Banque Tuniso-Libyenne (BTL),Sfax,4
2022-06-30,Banque Nationale Agricole (BNA),Sfax,6
2022-06-30,Arab Tunisian Bank (ATB),Kasserine,1
2022-06-30,Banque Nationale Agricole (BNA),Siliana,1
2022-07-01,Banque Nationale Agricole (BNA),Tozeur,7
2022-07-01,Banque de Tunisie (BT),Gafsa,7
2022-07-01,Banque Nationale Agricole (BNA),Zaghouan,6
2022-07-01,Banque Tuniso-Libyenne (BTL),Kasserine,8
2022-07-01,Banque de Tunisie (BT),Tataouine,7
2022-07-01,La Poste Tunisienne,Sfax,6
2022-07-01,La Poste Tunisienne,Kasserine,6
2022-07-01,Banque de Tunisie (BT),Jendouba,5
2022-07-01,Banque de Tunisie (BT),Jendouba,3
2022-07-01,Arab Banking Corporation (ABC),Siliana,8
2022-07-01,Banque Internationale Arabe de Tunisie (BIAT),Kef,6
2022-07-02,Banque de Tunisie (BT),Jendouba,8
2022-07-02,Banque de l'Habitat (BH),Tozeur,2
2022-07-02,Banque de l'Habitat (BH),Sfax,8
2022-07-03,La Poste Tunisienne,Tataouine,6
2022-07-03,La Poste Tunisienne,Kairouan,4
2022-07-03,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,6
2022-07-03,Banque Internationale Arabe de Tunisie (BIAT),Kef,1
2022-07-04,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,1
2022-07-04,Banque de Tunisie (BT),Nabeul,7
2022-07-04,Banque de Tunisie (BT),Kairouan,2
2022-07-04,Banque Tuniso-Libyenne (BTL),Manouba,1
2022-07-04,Arab Tunisian Bank (ATB),Kef,3
2022-07-04,La Poste Tunisienne,Bizerte,7
2022-07-04,Banque Internationale Arabe de Tunisie (BIAT),Monastir,7
2022-07-04,Banque de l'Habitat (BH),Jendouba,5
2022-07-04,Amen Bank (AB),Gabès,7
2022-07-04,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,3
2022-07-04,Banque Internationale Arabe de Tunisie (BIAT),Monastir,1
2022-07-04,Attijari Bank,Tunis,4
2022-07-04,Amen Bank (AB),Manouba,5
2022-07-04,Banque Tuniso-Libyenne (BTL),Béja,8
2022-07-05,Amen Bank (AB),Sfax,6
2022-07-05,Amen Bank (AB),Kef,5
2022-07-05,Banque Tuniso-Libyenne (BTL),Mahdia,5
2022-07-05,Banque de l'Habitat (BH),Siliana,7
2022-07-05,Banque de l'Habitat (BH),Sousse,2
2022-07-05,Banque de l'Habitat (BH),Nabeul,5
2022-07-05,Banque Tuniso-Libyenne (BTL),Ben Arous,4
2022-07-05,Banque Internationale Arabe de Tunisie (BIAT),Sfax,1
2022-07-06,Arab Tunisian Bank (ATB),Ariana,6
2022-07-06,Attijari Bank,Manouba,6
2022-07-06,Banque de Tunisie (BT),Kairouan,3
2022-07-06,Attijari Bank,Kairouan,8
2022-07-07,Arab Banking Corporation (ABC),Kairouan,2
2022-07-07,La Poste Tunisienne,Sfax,5
2022-07-07,Banque de Tunisie (BT),Sfax,5
2022-07-07,Banque de Tunisie (BT),Bizerte,8
2022-07-08,Arab Tunisian Bank (ATB),Nabeul,1
2022-07-08,Banque de Tunisie (BT),Bizerte,6
2022-07-08,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,1
2022-07-08,Amen Bank (AB),Gabès,6
2022-07-09,Banque Tuniso-Libyenne (BTL),Sfax,2
2022-07-09,Arab Tunisian Bank (ATB),Tunis,7
2022-07-09,Banque de l'Habitat (BH),Sousse,1
2022-07-09,Banque de Tunisie (BT),Kebili,2
2022-07-09,Banque Internationale Arabe de Tunisie (BIAT),Monastir,5
2022-07-10,Banque Tuniso-Libyenne (BTL),Monastir,2
2022-07-10,Arab Tunisian Bank (ATB),Ariana,1
2022-07-10,La Poste Tunisienne,Sidi Bouzid,4
2022-07-10,Banque Tuniso-Libyenne (BTL),Sfax,8
2022-07-10,Arab Banking Corporation (ABC),Ben Arous,1
2022-07-11,Banque Nationale Agricole (BNA),Ariana,2
2022-07-11,Banque Tuniso-Libyenne (BTL),Siliana,4
2022-07-11,Banque de l'Habitat (BH),Nabeul,4
2022-07-11,Attijari Bank,Ben Arous,3
2022-07-12,Banque Tuniso-Libyenne (BTL),Sousse,5
2022-07-12,Banque Internationale Arabe de Tunisie (BIAT),Ariana,3
2022-07-12,Banque Nationale Agricole (BNA),Ariana,5
2022-07-12,Banque Nationale Agricole (BNA),Nabeul,5
2022-07-12,Arab Tunisian Bank (ATB),Béja,6
2022-07-13,Banque Tuniso-Libyenne (BTL),Gafsa,1
2022-07-13,Banque de Tunisie (BT),Kasserine,2
2022-07-13,Banque Tuniso-Libyenne (BTL),Nabeul,1
2022-07-13,Banque Nationale Agricole (BNA),Sfax,8
2022-07-13,Arab Banking Corporation (ABC),Kasserine,3
2022-07-13,Arab Banking Corporation (ABC),Ariana,5
2022-07-14,Banque Nationale Agricole (BNA),Gafsa,1
2022-07-14,Arab Tunisian Bank (ATB),Mahdia,2
2022-07-14,Banque Tuniso-Libyenne (BTL),Monastir,5
2022-07-14,Banque de l'Habitat (BH),Manouba,4
2022-07-14,Banque Nationale Agricole (BNA),Tunis,1
2022-07-15,La Poste Tunisienne,Nabeul,5
2022-07-15,Attijari Bank,Medenine,7
2022-07-16,Attijari Bank,Kef,5
2022-07-16,Arab Tunisian Bank (ATB),Kairouan,3
2022-07-16,La Poste Tunisienne,Nabeul,8
2022-07-16,Banque de l'Habitat (BH),Sousse,8
2022-07-16,Banque de Tunisie (BT),Tataouine,7
2022-07-16,Banque de Tunisie (BT),Tataouine,4
2022-07-17,Banque Tuniso-Libyenne (BTL),Sousse,6
2022-07-17,Banque de l'Habitat (BH),Kasserine,1
2022-07-17,Banque de Tunisie (BT),Mahdia,2
2022-07-17,Arab Tunisian Bank (ATB),Sousse,2
2022-07-18,La Poste Tunisienne,Mahdia,6
2022-07-18,Arab Banking Corporation (ABC),Mahdia,7
2022-07-18,Banque de Tunisie (BT),Nabeul,7
2022-07-18,Arab Tunisian Bank (ATB),Kef,3
2022-07-18,Attijari Bank,Ariana,6
2022-07-18,Banque Nationale Agricole (BNA),Tozeur,1
2022-07-18,Banque de l'Habitat (BH),Gafsa,4
2022-07-18,Attijari Bank,Bizerte,1
2022-07-18,Arab Tunisian Bank (ATB),Tataouine,6
2022-07-18,Banque Nationale Agricole (BNA),Monastir,7
2022-07-19,Arab Banking Corporation (ABC),Bizerte,7
2022-07-19,La Poste Tunisienne,Béja,4
2022-07-19,Banque de Tunisie (BT),Ariana,1
2022-07-19,Attijari Bank,Tataouine,7
2022-07-19,Banque Nationale Agricole (BNA),Ariana,7
2022-07-19,Arab Tunisian Bank (ATB),Béja,7
2022-07-19,Arab Tunisian Bank (ATB),Sidi Bouzid,5
2022-07-20,Banque de Tunisie (BT),Zaghouan,8
2022-07-20,Attijari Bank,Sousse,6
2022-07-20,Attijari Bank,Tataouine,2
2022-07-20,Arab Tunisian Bank (ATB),Tozeur,2
2022-07-20,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,2
2022-07-20,Amen Bank (AB),Sfax,6
2022-07-20,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,8
2022-07-21,La Poste Tunisienne,Tozeur,3
2022-07-21,Banque Tuniso-Libyenne (BTL),Medenine,7
2022-07-21,Banque de l'Habitat (BH),Kairouan,5
2022-07-22,Banque de l'Habitat (BH),Sousse,4
2022-07-22,Arab Tunisian Bank (ATB),Ben Arous,2
2022-07-22,Arab Banking Corporation (ABC),Nabeul,4
2022-07-22,Banque de l'Habitat (BH),Kairouan,6
2022-07-22,La Poste Tunisienne,Nabeul,6
2022-07-22,Banque Internationale Arabe de Tunisie (BIAT),Ariana,2
2022-07-22,Amen Bank (AB),Siliana,5
2022-07-22,Amen Bank (AB),Tataouine,3
2022-07-22,Arab Tunisian Bank (ATB),Tozeur,3
2022-07-22,Arab Banking Corporation (ABC),Zaghouan,4
2022-07-22,Banque Internationale Arabe de Tunisie (BIAT),Kef,2
2022-07-22,Amen Bank (AB),Kebili,5
2022-07-23,La Poste Tunisienne,Béja,1
2022-07-23,Banque de Tunisie (BT),Gabès,8
2022-07-23,Amen Bank (AB),Sidi Bouzid,7
2022-07-23,Arab Tunisian Bank (ATB),Ariana,3
2022-07-23,Arab Banking Corporation (ABC),Medenine,8
2022-07-23,Arab Tunisian Bank (ATB),Nabeul,4
2022-07-23,Banque Nationale Agricole (BNA),Tunis,8
2022-07-24,Banque de Tunisie (BT),Ariana,8
2022-07-24,Arab Banking Corporation (ABC),Zaghouan,7
2022-07-24,La Poste Tunisienne,Bizerte,7
2022-07-24,Amen Bank (AB),Sidi Bouzid,4
2022-07-24,Arab Banking Corporation (ABC),Siliana,8
2022-07-24,Banque de Tunisie (BT),Nabeul,1
2022-07-24,Banque de l'Habitat (BH),Ben Arous,5
2022-07-24,Arab Tunisian Bank (ATB),Mahdia,6
2022-07-25,Arab Tunisian Bank (ATB),Manouba,7
2022-07-25,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,5
2022-07-25,La Poste Tunisienne,Gafsa,4
2022-07-25,Banque de Tunisie (BT),Tataouine,3
2022-07-25,Banque Nationale Agricole (BNA),Kebili,4
2022-07-25,Amen Bank (AB),Tataouine,4
2022-07-26,Banque Tuniso-Libyenne (BTL),Manouba,7
2022-07-26,Amen Bank (AB),Kairouan,7
2022-07-26,Banque Nationale Agricole (BNA),Kebili,2
2022-07-26,Arab Tunisian Bank (ATB),Kef,8
2022-07-26,Amen Bank (AB),Zaghouan,1
2022-07-26,Arab Banking Corporation (ABC),Jendouba,1
2022-07-26,Amen Bank (AB),Gabès,7
2022-07-27,Arab Tunisian Bank (ATB),Mahdia,7
2022-07-27,Banque de Tunisie (BT),Bizerte,7
2022-07-27,Amen Bank (AB),Bizerte,7
2022-07-27,Banque de Tunisie (BT),Tunis,4
2022-07-27,Attijari Bank,Gabès,8
2022-07-27,Banque de Tunisie (BT),Tataouine,1
2022-07-28,Banque Nationale Agricole (BNA),Kairouan,3
2022-07-29,La Poste Tunisienne,Sidi Bouzid,8
2022-07-29,Attijari Bank,Monastir,3
2022-07-29,Arab Banking Corporation (ABC),Tozeur,6
2022-07-29,La Poste Tunisienne,Siliana,5
2022-07-29,Banque Tuniso-Libyenne (BTL),Tunis,4
2022-07-30,Banque de l'Habitat (BH),Sidi Bouzid,8
2022-07-30,Banque de l'Habitat (BH),Kairouan,1
2022-07-30,Banque de Tunisie (BT),Bizerte,4
2022-07-30,Banque Nationale Agricole (BNA),Ariana,8
2022-07-31,Attijari Bank,Nabeul,2
2022-07-31,Banque Tuniso-Libyenne (BTL),Tozeur,6
2022-07-31,Banque Nationale Agricole (BNA),Mahdia,8
2022-07-31,Banque Nationale Agricole (BNA),Medenine,2
2022-07-31,Amen Bank (AB),Manouba,3
2022-08-01,Arab Tunisian Bank (ATB),Kebili,4
2022-08-01,Amen Bank (AB),Mahdia,1
2022-08-01,Banque de l'Habitat (BH),Tozeur,6
2022-08-01,Banque de l'Habitat (BH),Tozeur,7
2022-08-01,Banque Internationale Arabe de Tunisie (BIAT),Ariana,3
2022-08-01,Banque de l'Habitat (BH),Gafsa,6
2022-08-02,La Poste Tunisienne,Nabeul,4
2022-08-02,Banque de Tunisie (BT),Béja,1
2022-08-02,Amen Bank (AB),Gabès,1
2022-08-02,Arab Banking Corporation (ABC),Sfax,7
2022-08-02,Arab Banking Corporation (ABC),Monastir,7
2022-08-03,Banque de Tunisie (BT),Jendouba,5
2022-08-03,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,8
2022-08-03,Arab Banking Corporation (ABC),Tataouine,5
2022-08-04,Arab Banking Corporation (ABC),Medenine,5
2022-08-04,Banque de Tunisie (BT),Tozeur,5
2022-08-04,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,8
2022-08-04,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,4
2022-08-04,Banque de l'Habitat (BH),Ariana,2
2022-08-04,Attijari Bank,Monastir,7
2022-08-04,Amen Bank (AB),Manouba,2
2022-08-04,Amen Bank (AB),Tozeur,1
2022-08-04,Attijari Bank,Tozeur,2
2022-08-05,Banque de l'Habitat (BH),Sfax,5
2022-08-05,Banque de l'Habitat (BH),Sfax,3
2022-08-05,La Poste Tunisienne,Manouba,4
2022-08-05,Banque Internationale Arabe de Tunisie (BIAT),Sousse,3
2022-08-05,Banque de l'Habitat (BH),Jendouba,6
2022-08-05,La Poste Tunisienne,Ariana,2
2022-08-05,Arab Tunisian Bank (ATB),Sidi Bouzid,4
2022-08-05,Banque de l'Habitat (BH),Bizerte,7
2022-08-06,Banque de Tunisie (BT),Ariana,8
2022-08-06,Attijari Bank,Ben Arous,3
2022-08-06,Attijari Bank,Kairouan,2
2022-08-06,Banque de l'Habitat (BH),Nabeul,7
2022-08-06,Attijari Bank,Ariana,6
2022-08-06,Banque Tuniso-Libyenne (BTL),Tozeur,3
2022-08-06,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,7
2022-08-07,Arab Tunisian Bank (ATB),Bizerte,8
2022-08-07,Banque Tuniso-Libyenne (BTL),Béja,2
2022-08-07,Attijari Bank,Sidi Bouzid,3
2022-08-07,Banque de l'Habitat (BH),Zaghouan,2
2022-08-07,Attijari Bank,Gabès,5
2022-08-07,La Poste Tunisienne,Ariana,3
2022-08-07,Banque Internationale Arabe de Tunisie (BIAT),Ariana,6
2022-08-08,Banque de Tunisie (BT),Tunis,2
2022-08-08,La Poste Tunisienne,Mahdia,1
2022-08-08,Arab Tunisian Bank (ATB),Ben Arous,6
2022-08-08,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,7
2022-08-08,Attijari Bank,Kef,1
2022-08-08,Banque Nationale Agricole (BNA),Siliana,5
2022-08-08,Banque Nationale Agricole (BNA),Gabès,2
2022-08-08,Banque de Tunisie (BT),Monastir,3
2022-08-09,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,8
2022-08-09,Arab Banking Corporation (ABC),Ariana,4
2022-08-09,Arab Banking Corporation (ABC),Kasserine,6
2022-08-09,Banque de Tunisie (BT),Kasserine,4
2022-08-09,Attijari Bank,Gabès,3
2022-08-09,Attijari Bank,Kairouan,7
2022-08-09,Banque Nationale Agricole (BNA),Siliana,5
2022-08-09,Banque de l'Habitat (BH),Siliana,2
2022-08-10,Attijari Bank,Bizerte,2
2022-08-10,Banque Nationale Agricole (BNA),Medenine,4
2022-08-10,Attijari Bank,Medenine,6
2022-08-10,Attijari Bank,Nabeul,2
2022-08-10,Amen Bank (AB),Bizerte,7
2022-08-10,Arab Tunisian Bank (ATB),Tozeur,5
2022-08-10,La Poste Tunisienne,Kebili,7
2022-08-11,Banque Nationale Agricole (BNA),Tozeur,3
2022-08-11,Banque de Tunisie (BT),Kebili,2
2022-08-11,Attijari Bank,Ariana,5
2022-08-11,Banque de l'Habitat (BH),Kef,2
2022-08-11,Banque Nationale Agricole (BNA),Sfax,8
2022-08-11,Banque Nationale Agricole (BNA),Zaghouan,6
2022-08-11,Banque Nationale Agricole (BNA),Kef,2
2022-08-11,La Poste Tunisienne,Tataouine,6
2022-08-11,Banque Nationale Agricole (BNA),Monastir,4
2022-08-12,Banque Internationale Arabe de Tunisie (BIAT),Manouba,1
2022-08-12,Banque Tuniso-Libyenne (BTL),Béja,8
2022-08-12,Banque Tuniso-Libyenne (BTL),Tozeur,5
2022-08-12,Banque de Tunisie (BT),Jendouba,5
2022-08-12,Banque Nationale Agricole (BNA),Medenine,2
2022-08-12,La Poste Tunisienne,Kasserine,4
2022-08-12,Attijari Bank,Gafsa,6
2022-08-12,Amen Bank (AB),Sidi Bouzid,8
2022-08-13,Amen Bank (AB),Sousse,8
